category,content
politics," Michael Howard has denied his shadow cabinet was split over its decision to back controversial Labour plans to introduce ID cards.  The Tory leader said his front bench team had reached a ""collective view"" after holding a ""good discussion"""
business, India has signed a $40bn (£21bn) deal to import millions of tonnes of liquefied natural gas from Iran.  Firms led by the Oil & Natural Gas Corporation (ONGC) will also assist in the development of Iranian oil fields. Ministers
tech, The odds are that when you fire up your browser
tech, The libraries of five of the world's most important academic institutions are to be digitised by Google.  Scanned pages from books in the public domain will then be made available for search and reading online. The full libraries of Michigan and Stanford universities
sport, Ken Bates has completed his takeover of Leeds United.  The 73-year-old former Chelsea chairman sealed the deal at 0227 GMT on Friday
entertainment, Rock 'n' roll legend Elvis is set to top the UK singles chart on Sunday
tech, Mobiles are not yet ready to be all-singing
politics," Voters' ""pent up passion"" could confound predictions of a low turnout in the coming general election"
business, South Korea's largest credit card firm has averted liquidation following a one trillion won ($960m; £499m) bail-out.  LG Card had been threatened with collapse because of its huge debts but the firm's creditors and its former parent have stepped in to rescue it. A consortium of creditors and LG Group
politics," MPs are preparing to debate a bill which critics claim would legalise euthanasia ""by the back door"".  The bill would give legal force to ""living wills"""
business," The owners of embattled Russian oil giant Yukos are to ask the buyer of its former production unit to pay back a $900m (£479m) loan.  State-owned Rosneft bought the Yugansk unit for $9.3bn in a sale forced by Russia to part settle a $27.5bn tax claim against Yukos. Yukos' owner Menatep Group says it will ask Rosneft to repay a loan that Yugansk had secured on its assets. Rosneft already faces a similar $540m repayment demand from foreign banks. Legal experts said Rosneft's purchase of Yugansk would include such obligations. ""The pledged assets are with Rosneft"
business, Russian authorities do not have to abide by any US court decisions taken with regard to troubled oil giant Yukos
politics, Thousands of hunt supporters have been out on the first day of hunting in England and Wales after the ban on hunting with dogs came into force.  The Countryside Alliance called on hunt supporters to meet as normal
tech, Peer-to-peer (P2P) networks are here to stay
sport," Britain's Kelly Holmes marked her first appearance on home soil since winning double Olympic gold with 1500m victory at the Norwich Union International.  Holmes hit the front just before the bell in front of a sell-out crowd in Glasgow and cruised to victory in a time of four minutes 14.74 seconds. ""It was nice to get that out of the way. I was nervous about whether I would actually be able to get round. ""I felt good. I just had to relax and use my racing knowledge"
tech, Details of the next generation of Microsoft's Xbox games console - codenamed Xenon - will most likely be unveiled in May
tech, Fake bank e-mails
tech, The war of words between Microsoft and the open source movement heated up this week as Linux founder Linus Torvalds led an attack on software patents.  In a panel discussion at a Linux summit in California Mr Torvalds said software patents were a problem for the open source movement. Mitchell Kapor
sport, The Six Nations has heralded a new order in northern hemisphere rugby this year and Wales and Ireland rather than traditional big guns France and England face a potential Grand Slam play-off in three weeks' time.  But before that game in Cardiff
tech, A brother and sister in the US have been convicted of sending hundreds of thousands of unsolicited e-mail messages to AOL subscribers.  It is the first criminal prosecution of internet spam distributors. Jurors in Virginia recommended that the man
entertainment, People have unrealistic expectations of forensic science thanks to the success of the CSI TV shows
sport, Southampton are set to unveil Harry Redknapp as their new manager at a news conference at 1500 GMT on Wednesday.  The former Portsmouth boss replaces Steve Wigley
sport, Former Scotland international Finlay Calder fears civil war at the SRU could seriously hamper his country's RBS Six Nations campaign.  Four members of the executive board
tech, Security firms are warning about a Windows virus disguising itself as an electronic Christmas card.  The Zafi.D virus translates the Christmas greeting on its subject line into the language of the person receiving infected e-mail. Anti-virus firms speculate that this multilingual ability is helping the malicious program spread widely online. Anti-virus firm Sophos said that 10% of the e-mail currently on the net was infected with the Zafi virus.  Like many other Windows viruses
politics, Gordon Brown has criticised a union leader who said conflict between himself and Tony Blair was harming the workings of government.  Jonathan Baume
tech, A team of US researchers has shown that controlling devices with the brain is a step closer.  Four people
sport, There used to be one subliminal moment during a year in Irish rugby that stood out more than most.  Well
tech, Internet search engine users are an odd mix of naive and sophisticated
entertainment, Young book fans have voted Fergus Crane
politics," The Ministry of Defence has been criticised over the soaring spending costs and growing delays of its top equipment projects.  A National Audit Office report on the 20 biggest projects says costs have risen by £1.7bn in the past year. It says there is ""little evidence"" the MoD's performance had improved"
politics, Ex-Labour MP George Galloway has appealed for the release of aid worker Margaret Hassan
sport, The Belgian sports minister at the centre of the Svetlana Kuznetsova doping row says he will not apologise for making allegations against her.  Claude Eerdekens claims the US Open champion tested positive for ephedrine at an exhibition event last month. Criticised for making the announcement
sport," England centre Mike Tindall is to seek a second opinion before having surgery on a foot injury that could force him to miss the entire Six Nations.  The Bath player was already out of the opener against Wales on 5 February because of a hand problem. ""Mike had a specialist review on a fracture in his right mid foot"
sport, Kostas Kenteris and Katerina Thanou are yet to respond to doping charges from the International Association of Athletics Federations (IAAF).  The Greek pair were charged after missing a series of routine drugs tests in Tel Aviv
politics, The UK and US must realise they cannot prevent all terror attacks and should focus on making sure they are not nuclear strikes
politics, The EU embargo on arms exports to China is likely to be lifted in the next six months despite US objections
sport, Ireland captain Brian O'Driscoll has been ruled out of Saturday's RBS Six Nations clash against Scotland.  O'Driscoll was originally named in the starting line-up but has failed to recover from the hamstring injury he picked up in the win over Italy. His replacement will be named after training on Friday morning. Fellow centre Gordon D'Arcy is also struggling with a hamstring injury and he will undergo a fitness test on Friday to see if he can play.  Kevin Maggs would be an obvious replacement at centre while Shane Horgan could also be moved from wing. Ulster wing Tommy Bowe could also be asked to travel with the squad to Scotland as a precautionary measure. The only other change to the Ireland side sees Wasps flanker Johnny O'Connor replacing Denis Leamy. O'Connor will be winning his third cap after making his debut in the victory over South Africa last November.  : Murphy
tech, IBM is spending $100m (£52m) over the next three years beefing up its commitment to Linux software.  The cash injection will be used to help its customers use Linux on every type of device from handheld computers and phones right up to powerful servers. IBM said the money will fund a variety of technical
tech, BBC Sport unveils its new analysis tool Piero at the Wales v England rugby union match on Saturday. But what does it do and how does it work?  Picture the scene - Wales are camped on the England line in the dying seconds of the Six Nations' opening match. A ball is flung out to winger Shane Williams who crosses to score the winning try for Wales. But the England players are incensed - arguing that the pass was forward and the try should not stand. In the past
sport, Scotland's back row crisis has worsened ahead of the RBS Six Nations with news that Scott Gray will miss out on the opening matches.  The Borders flanker has a knee injury and joins Donnie Macfadyen and Allister Hogg on the sidelines. Star number eight Simon Taylor will miss at least the first two games after damaging an ankle during his comeback. Scott MacLeod (ankle ligaments) and Jon Petrie (cartilage) are also doubtful for the opener in Paris on 5 February. Gray
tech, A proposed European law on software patents will not be re-drafted by the European Commission (EC) despite requests by MEPs.  The law is proving controversial and has been in limbo for a year. Some major tech firms say it is needed to protect inventions
sport, Scarlets and USA Eagles forward Dave Hodges has ended his playing career to pursue a coaching role in the States.  The 36-year-old
sport, Newly-crowned Australian Open champion Marat Safin has ruled out any chance of winning Wimbledon in the future.  After losing in round one last year
sport, Roger Federer - nice bloke
tech, Music downloading
tech, Soon you could go hunting via the net.  A Texas company is considering letting web users use a remote-controlled rifle to shoot down deer
politics, Gordon Brown has made an appeal for unity after reports claimed Mr Blair went back on a pledge to stand down before the next general election.  The chancellor would not comment on the reports
politics, A Labour peer has withdrawn proposals to give female members of the Royal Family the same rights as males.  The legislation would have ended the right of male heirs with older sisters to succeed to the Crown. It would also have torn up ancient legislation banning heirs to the throne marrying Roman Catholics. But the government refused to back Lord Dubs' Succession to the Crown Bill
sport, Manchester United winger Cristiano Ronaldo said he is close to agreeing to a new contract at Old Trafford.  The Portugal star
entertainment, At the Bafta film awards on Saturday night
politics,
entertainment, French booksellers are braced for a rush of interest after another book from the author of The Da Vinci Code is translated into French.  Angels and Demons
sport, Premiership side Newcastle United face a trip to Ryman Premier League leaders Yeading in the FA Cup third round.  The game - arguably the highlight of the draw - is a potential money-spinner for non-League Yeading
sport, Hong Kong is hoping to join Japan as co-host of the 2011 Rugby World Cup.  Japan has applied to host the tournament on its own
sport," Manchester United's Alex Ferguson has praised his players' gutsy performance in the 1-0 win at Aston Villa.  ""That was our hardest away game of the season and it was a fantastic game of football"
entertainment, Actor Stephen Fry is joining the cast of the forthcoming film adaptation of The Hitchhiker's Guide To The Galaxy.  Fry will provide the voice of The Guide
sport," Tottenham manager Martin Jol acclaimed his players for their patience in their 3-0 FA Cup fifth-round victory over a determined Nottingham Forest side.  ""We had the initiative but it wasn't easy. It was a professional sort of performance"
entertainment, Catalina Sandino Moreno has joined a rare group of actresses who have been nominated for an Oscar for starring in a foreign language film.  The Colombian-born actress was the final hope for director Joshua Marston
sport, Newcastle centre Mathew Tait answered his critics as he scored one try and made another
politics, Violent video games should carry larger warnings so parents can understand what their children are playing
tech, The explosion in consumer technology is to continue into 2005
tech, Ask Jeeves has bought the Bloglines website to improve the way it handles content from web journals or blogs.  The Bloglines site has become hugely popular as it gives users one place in which to read
entertainment, Reggae star Sizzla
business, Wholesale prices in the US rose at the fastest rate in more than six years in January
sport, Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.  Alan Archibald prodded United ahead in 19 minutes and James Grady made it two from close range 10 minutes later. Richie Byrne's header gave Aberdeen a way back into the game
entertainment, The original version of horror prequel Exorcist: The Beginning
sport, The Welsh Rugby Union wants to restructure the Northern Hemisphere season into four separate blocks.  The season would start with the Celtic League in October
politics, Former Cabinet minister Clare Short has criticised the US-led tsunami aid coalition
politics," Labour's election chief Alan Milburn has defended his party's campaign posters amid Tory claims the ads were nothing short of ""sly anti-Semitism"".  Mr Milburn said he appreciated people's concerns"
politics,
sport, Liverpool winger Harry Kewell is struggling to recover from his Achilles tendinitis problem and may not recover until March
business, Israel's economy is forecast to grow by 4.2% in 2004 as it continues to emerge from a three-year recession.  The main driver of the faster-than-expected expansion has been exports
entertainment, Manchester rock band Doves have entered the UK album chart at number one with their new release
politics, Tony Blair and Gordon Brown are desperately trying to stuff the genie of their rivalry back into the bottle.  Along with any number of senior cabinet colleagues
politics," Lib Dem leader Charles Kennedy has said voters now have a ""fundamental lack of trust"" of Tony Blair as prime minister.  He said backing his party was not a wasted vote"
entertainment, Sir Paul McCartney wowed fans with a live mini-concert at American football's Super Bowl - and avoided any Janet Jackson-style controversies.  The 62-year-old sang Hey Jude and other Beatles songs in a 12-minute set at half-time during the game in Florida. Last year
politics," The home secretary has defended his decision not to release foreign terror suspects despite a legal ruling their detention breached human rights laws.  House of Lords law lords ruled against the detention measures last week. They said it was wrong to have one set of laws for foreign suspects and another for British suspects. New Home Secretary Charles Clarke said he would carefully consider the ruling and would return to Parliament early in the new year with proposals.  He insisted that he would not be rushed into judgement but would examine the law lords' findings in detail. ""My duty is to look at first of all the security of this country and in so doing to consider very carefully the precise legal measures that there are."" Mr Clarke's comments came in response to an emergency question from Liberal Democrat constitutional affairs spokesman David Heath. Mr Heath said the judgement contained ""unprecedented condemnation and could not have been more unequivocal"". He said he accepted the difficult balance between the nation's security and human rights but questioned why the home office had made ""no contingency plans for the present circumstances"".  ""These detainees should be prosecuted and tried. Simply renewing the present deeply unsatisfactory legislation is not an option."" Shadow home secretary David Davis said it was not possible to overstate the importance of the judgment and urged the government to move as fast as ""competently possible"" to sort the problem out in the interests of natural justice. ""If you do"
tech, High-speed net connections in the UK are proving more popular than ever.  BT reports that more people signed up for broadband in the last three months than in any other quarter. The 600
sport, England will protest to the International Rugby Board (IRB) about the referee's performance in the defeat by Ireland
sport, Ryan Giggs will captain Wales as he wins his 50th cap in Wednesday's friendly against Hungary in Cardiff.  John Toshack
politics," The Conservatives have expressed ""serious misgivings"" about government plans for keeping UK and foreign terror suspects under house arrest.  Michael Howard said he would not back the Home Secretary's plans for ""control orders"" which include home detention. ""I do not believe that anyone should be deprived of their liberty on the say so of a politician"
politics, Voters will have a clear choice between the politics of fear and the politics of hope in the next general election
sport, Well
politics, An English hospital has suspended plans to stop treating Welsh patients who have waited more than three months.  Hereford County Hospital had earlier said that from the new year patients waiting longer than this would be taken off waiting lists for hip and knee operations. GPs in Wales had feared patients could be pushed to the back of another queue. But after talks with Powys Health Board the hospital called off its plan until health chiefs meet early in January. Hereford Hospital Trust caused an outcry when it sent out a letter telling patients that for financial and administrative reasons it planned to turn down some orthopaedic patients. Shocked health officials in Powys said this meant they would be left with the prospect of patients and doctors having to find new appointments in other hospitals. Andy Williams
politics, New targets to reduce the stress to victims and witnesses giving evidence in courts in England and Wales have been announced by the lord chancellor.  Lord Falconer wants all crown courts and 90% of magistrates' courts to have facilities to keep witnesses separate from defendants within four years. More video links will also be made available so that witnesses do not have to enter courtrooms. It is part of a five-year plan to help build confidence in the justice system.  Ministers say the strategy is aimed at re-balancing the court system towards victims
business, The £10bn Crossrail transport plan
politics, Plans to abolish 162 quangos have been unveiled by the Conservatives as part of their effort to show how government red tape can be cut.  Six government units would also be scrapped under proposals which the Tories say would save more than £4.3bn. Among the targets are strategic health authorities and the new fair access regulator for universities. Tory frontbencher John Redwood said Britain needed a slimmer government and lower taxes to be competitive.  The plans would abolish regional assemblies and other regional bodies
entertainment, Sir Paul McCartney wowed fans with a live mini-concert at American football's Super Bowl - and avoided any Janet Jackson-style controversies.  The 62-year-old sang Hey Jude and other Beatles songs in a 12-minute set at half-time during the game in Florida. Last year
entertainment, The classic film It's A Wonderful Life is to be turned into a musical by the producer of the controversial hit show Jerry Springer - The Opera.  Frank Capra's 1946 movie starring James Stewart
sport, Arsenal win 4-2 on penalties  The Spanish goalkeeper saved from Alan Quinn and Jon Harley as Arsenal sealed a quarter-final trip to Bolton with a 4-2 victory on penalties. Lauren
sport, The Scottish Football Association is awaiting referee Hugh Dallas's report before acting against Hearts winger Saulius Mikoliunas.  Mikoliunas
politics," Science Minister Lord Sainsbury has made a £2m donation to the Labour Party for its General Election fund.  It is the latest hefty donation to the party by the billionaire - he has contributed more than £10m since 1999. David Sainsbury said he was pleased to give cash to a party that had the ""vision"" to deliver economic prosperity and better public services for Britain. General Secretary Matt Carter said it was ""a fantastic gift"" that would help Labour ""fight and win the election"".  ""Through the generosity of David Sainsbury and other Labour supporters"
politics," The Lib Dems have appointed a senior figure from BT to be the party's new communications chief for their next general election effort.  Sandy Walkington will now work with senior figures such as Matthew Taylor on completing the party manifesto. Party chief executive Lord Rennard said the appointment was a ""significant strengthening of the Lib Dem team"". Mr Walkington said he wanted the party to be ready for any ""mischief"" rivals or the media tried to throw at it.  ""My role will be to ensure this new public profile is effectively communicated at all levels"
business, Boeing is to supply Japan Airlines with up to 50 of its forthcoming 7E7 planes in a deal that could be worth as much as $6bn (£3.1bn) for the US giant.  Japan Airlines has made a firm order for 30 of the aircraft
business, The January sales have failed to help the UK High Street recover from a poor Christmas season
sport," Liverpool manager Rafael Benitez has ordered captain Steven Gerrard not to play down their Champions League ambitions and be more positive.  Gerrard told the BBC Liverpool were unlikely to win the trophy this year. Benitez responded: ""I spoke to Steven and said to him that in future it's better to think we can win the Champions League. Why not?"" He said: ""We need winners here and everyone thinking only of winning. I always want to win.""  Benitez added: ""When we lose I only think of solutions. If you only think about winning the next game"
business, South Korea looks set to sustain its revival thanks to renewed private consumption
sport, (after extra-time - score at 90 mins 1-1)  John Arne Riise volleyed Liverpool ahead after 45 seconds but Steven Gerrard scored a 79th-minute own goal. Blues boss Jose Mourinho was sent off for taunting Liverpool fans after the goal and he watched on television as his side went on to win the game. Drogba and Kezman scored from close range before Antonio Nunez's header made for a tense finale. It was an amazing climax which gave Mourinho his first silverware as Chelsea manager. Yet it was controversial too
business, Sri Lanka faces a $1.3bn (£691m) bill in 2005 for reconstruction after the tsunami which killed more than 30
entertainment, Digital music downloads are being included in the main US singles chart for the first time.  Billboard's Hot 100 chart now incorporates data from sales of music downloads
business, Swiss cement firm Holcim has bid $800m (£429m) to buy two Indian cement firms and a holding company in the country.  It plans to buy Associated Cement Companies (ACC)
entertainment, Premiership footballer and record company boss Kevin Campbell has gained a court injunction stopping R&B singer Mark Morrison from releasing an album.  The Everton striker signed Morrison to his fledging 2 Wikid Records label and claims he spent thousands of pounds producing his album Innocent Man. Now he is attempting to prevent Morrison releasing the album on Monday through another label. But Morrison vowed to ignore the order
entertainment, Snow Patrol were the big winners in Ireland's top music honours
politics," Tony Blair has apologised to two families who suffered one of the UK's biggest miscarriages of justice.  The prime minister was commenting on the wrongful jailing of 11 people for IRA bomb attacks on pubs in Guildford and Woolwich in 1974. Mr Blair said: ""I am very sorry that they were subject to such an ordeal and injustice."" He made the apology to members of the Conlon and Maguire families in his private room at Westminster. In a statement recorded for television"
sport, Steve McClaren wants his Middlesbrough team to win their Uefa Cup group by beating Partizan Belgrade.  Boro have already qualified for the knockout stages alongside Partizan and Villareal
sport, Griffin Park  Tuesday
tech, Some details of the chip inside Sony's PlayStation 3 have been revealed.  Sony
politics," Ken Livingstone should ""stick to his guns"" and not apologise for his ""Nazi"" comment to a Jewish reporter"
sport, Richard Dunne is ready to commit his long-term future to Manchester City after turning his career around.  He was once threatened with the sack by City boss Kevin Keegan but has since responded with impressive performances
sport, Lleyton Hewitt kept his dream of an Australian Open title alive with a four-set win over Andy Roddick in Friday's second semi-final.  The home favourite will face Marat Safin in Sunday's final after coming through 3-6 7-6 (7-3) 7-6 (7-4) 6-1. Hewitt fought back from a set down and trailed in both tie-breaks but would not be denied
entertainment, Mary Poppins star Dame Julie Andrews watched the hit stage version of her classic film at a charity performance in London's West End.  It was the first time Dame Julie
business, Telecoms equipment supplier Ericsson has posted a rise in fourth quarter profits thanks to clients like Deutsche Telekom upgrade their networks.  Operating profit in the three months to 31 December was 9.5bn kronor (£722m; $1.3bn) against 6.3bn kronor last year. Shares tumbled
business, The world's biggest carmaker General Motors (GM) is recalling nearly 200
sport, Newcastle manager Graeme Souness is closing in on signing Chelsea defender Celestine Babayaro when the transfer window reopens.  Souness is bidding to bolster his defence and
sport," Liverpool boss Rafael Benitez was satisfied after his team's 3-1 win over Bayer Leverkusen despite conceding a goal in the last minute.  ""Before the game if you had said the score will be 3-1 I would have happily accepted that"
entertainment, R&B star Jamelia had three Brit nominations to go with her triple triumph at last year's Mobo awards.  The Birmingham-born singer
entertainment," Chart-topping pop band Busted have confirmed that they plan to ""take a break"""
business, Pan-European group Euronext is poised to launch a bid for the London Stock Exchange
politics," Tony Blair has dismissed reports he told Gordon Brown he would quit before the next general election.  ""You don't do deals over jobs like this"
business, Singapore's economy grew by 8.1% in 2004
politics,
sport, The Football Association will take no action against Chelsea boss Jose Mourinho following his sending-off in Sunday's Carling Cup final.  Mourinho
politics, Gordon Brown has delivered a rousing speech to Labour's spring conference setting out the government's agenda for the next general election.  The chancellor said he was proud of his party's record on the economy
entertainment, The man who said he got Oscar-nominated movie The Aviator off the ground and signed up Leonardo DiCaprio has been shut out of the Academy Awards race.  Charles Evans Jr battled over his role with the people who eventually made the film
politics," Neil Kinnock has said his acceptance of a seat in the House of Lords will allow him to help ""achieve further progress with substantial democratic reform.""  On the BBC's Breakfast with Frost it was put to Mr Kinnock that he had once referred to Lords members as ""brigands"
business, Citizens in a majority of nations surveyed in a BBC World Service poll believe the world economy is worsening.  Most respondents also said their national economy was getting worse. But when asked about their own family's financial outlook
sport," Chelsea's Damien Duff has been ruled out of Wednesday's Champions League clash with Barcelona at the Nou Camp.  Duff sustained a knee injury in the FA Cup defeat at Newcastle and manager Jose Mourinho said: ""He cannot run. His injury is very painful"
sport, British and Irish Lions coach Clive Woodward says he is unlikely to select any players not involved in next year's RBS Six Nations Championship.  World Cup winners Lawrence Dallaglio
tech, Sci-fi shooter Doom 3 has blasted away the competition at a major games ceremony
entertainment, Chart stars Duran Duran are to appear in a VH1 special in the US including interviews and concert footage.  The show airs on Tuesday and will feature a studio performance
tech," Thousands of products and tens of thousands of visitors make Cebit the place to be for technology lovers.  ""Welcome to CeBit 2005"" was the message from the pilot as we landed"
politics," The reported feud between Tony Blair and Gordon Brown has prompted a Labour donor to say he will almost certainly refuse to give more funds.  Duncan Bannatyne also attacked the government over Iraq and its ""poor"" response to the Asian tsunami crisis. His broadside came as ex-Foreign Secretary Robin Cook said he hoped Mr Brown would be premier at some point. Mr Bannatyne has previously given Labour £50"
business, US prosecutors have charged nine food suppliers with helping Dutch retailer Ahold inflate earnings by more than $800m (£428m).  The charges have been brought against individuals as well as companies
sport," The International Association of Athletics Federations will appeal against the acquittal of Greek athletes Kostas Kenteris and Katerina Thanou.  The high-profile duo were cleared of doping offences by the Greek Athletics Federation (Segas) last month. Now the IAAF will lodge an appeal with the Court of Arbitration for Sport (CAS) and has suspended both athletes. An IAAF statement said: ""The Doping Review Board concluded that the decision is erroneous."" The statement continued: ""Both athletes' cases will be refered to arbitration before the CAS. The decision in both cases will be final and binding.""  Segas said the IAAF appeal was ""expected"" and ""understandable."" ""Now we are going to await the final result"
business, A former executive at the London offices of Merrill Lynch has lost her £7.5m ($14.6m) sex discrimination case against the US investment bank.  An employment tribunal dismissed Stephanie Villalba's allegations of sexual discrimination and unequal pay. But the 42-year-old won her claim of unfair dismissal
business, Investors who lost money following the split-capital investment trust scandal are to receive £194m compensation
politics, Gordon Brown has issued a rallying cry
entertainment, Irish rock band U2 are to play live at the Grammy Awards presentation in the US next month
politics," Michael Howard has denied his shadow cabinet was split over its decision to back controversial Labour plans to introduce ID cards.  The Tory leader said his front bench team had reached a ""collective view"" after holding a ""good discussion"""
tech, About 20
sport, Glenn Hoddle will be unveiled as the new Wolves manager on Tuesday.  The club have confirmed that the former England coach will be unveiled as the successor to Dave Jones at a news conference at Molineux at 1100 GMT. Hoddle has been linked with a return to former club Southampton but Wolves have won the race for his services. He has been out of the game since being sacked at Spurs in September 2003 and worked alongside Wolves caretaker boss Stuart Gray at Southampton. Hoddle began his managerial career as player-boss with Swindon before moving on to Chelsea and then taking up the England job.  His spell in charge of the national side came to an end after the 1998 World Cup when he made controversial remarks about the disabled in a newspaper interview. The 47-year-old later returned to management with Southampton
entertainment, Will Smith's first romantic comedy
tech, A US woman is suing Hewlett Packard (HP)
sport, Celtic brushed aside Clyde to secure their place in the Scottish Cup semi-final
sport, Listen to the full interview on Sport on Five and the BBC Sport website from 1900 GMT.  But Parry
tech," The ""digital divide"" between rich and poor nations is narrowing fast"
sport, Chelsea have sacked Adrian Mutu after he failed a drugs test.  The 25-year-old tested positive for a banned substance - which he later denied was cocaine - in October. Chelsea have decided to write off a possible transfer fee for Mutu
business, Thailand has become the first of the 10 southern Asian nations battered by giant waves at the weekend to cut its economic forecast.  Thailand's economy is now expected to grow by 5.7% in 2005
business, European Union finance ministers meet on Thursday to discuss proposals
politics," Householders who injure or even kill intruders are unlikely to be prosecuted - providing they were acting ""honestly and instinctively"""
entertainment," The inclusion of downloaded music in the official singles chart has been delayed for a month.  The British Phonographic Industry (BPI) had planned to include download formats in the chart from 20 March. But the date has been put back to 17 April to create a ""level playing field"" for independent labels. The BPI is concerned that independent repertoire is not adequately represented online and said they were looking at ways of rectifying it.  BPI chairman Peter Jamieson said: ""The inclusion of download formats in the Official UK Singles Chart is the most significant development in the charts for 20 years.  ""But for a multitude of reasons the current chart representation of independent repertoire at the major download outlets is poor. ""I am very pleased we have secured this delay on behalf of independents. We have to try and establish a realistic 'level playing field' of opportunity. The Official UK Charts are run by The Official UK Charts Company (OCC) - a joint venture between the BPI and the British Association of Record Dealers (BARD). At an OCC board meeting on Wednesday"
tech, Leading British computer games maker Peter Molyneux has been made an OBE in the New Year Honours list.  The head of Surrey's Lionhead Studios was granted the honour for services to the computer games industry. Mr Molyneux has been behind many of the ground-breaking games of the last 15 years such as Populous
tech," The term ""blog"" has been chosen as the top word of 2004 by a US dictionary publisher.  Merriam-Webster said ""blog"" headed the list of most looked-up terms on its site during the last twelve months. During 2004 blogs"
tech, Nasa is doing it
sport, Andy Roddick will play Cyril Saulnier in the final of the SAP Open in San Jose on Sunday.  The American top seed and defending champion overcame Germany's Tommy Haas
business, India is to boost spending on primary schools and health in a budget flagged as a boost for the ordinary citizen.  India's defence budget has also been raised 7.8% to 830bn rupees ($19bn). The priority for Finance Minister Palaniappan Chidambaram is to fight poverty and keep the government's Communist allies onside. But his options are limited by a new law which makes him cut the budget deficit
sport, Andy Roddick is reportedly close to confirming US Davis Cup assistant Dean Goldfine as his new coach.  Roddick ended his 18-month partnership with Brad Gilbert on Monday
politics," Ministers have been asked to explain how Budget details were printed in a London newspaper half an hour before Gordon Brown made his speech.  The Tories said a large chunk of the Budget appeared to have been leaked in what they describe as a ""serious breach of Treasury confidentiality"". The Lib Dems called for Commons leader Peter Hain to make a statement and said chancellors had resigned over leaks. They were told it would be brought to Speaker Michael Martin's attention. In the Commons"
entertainment," This year's clutch of Oscar nominees have been the least popular for 20 years according to box office figures.  In the US the five nominated for best film have been seen by 50% fewer people than movies in previous years. While the awards are not based on box office popularity there is concern for the ratings of the televised ceremony. ""We don't have a Titanic or a Lord of the Rings out there. I think it's fair to say it does concern us a bit"
sport, Serena Williams staged a remarkable recovery to beat Lindsay Davenport and win her second Australian Open title.  The 2003 champion claimed her seventh Grand Slam title
politics, Plans to give murderers lighter sentences if they plead guilty have been watered down.  There was an outcry three months ago when the Sentencing Guidelines Council - led by Lord Woolf - published its proposals for England and Wales. It had suggested judges should reduce sentences by a third for murderers who confessed at the earliest opportunity. But that has now been changed to one-sixth
business, Eighteen former Enron directors have agreed a $168m (£89m) settlement deal in a shareholder lawsuit over the collapse of the energy firm.  Leading plaintiff
business, The gap between US exports and imports hit an all-time high of $671.7bn (£484bn) in 2004
entertainment," Hollywood film star Liam Neeson has held a dinner party in New York to promote Belfast's Lyric Theatre.  The Ballymena-born actor said that the theatre on Ridgeway Street was in a ""very dilapidated condition"". Lyric chairman David Johnston has said that rebuilding the theatre"
politics, Tony Blair has backed Chancellor Gordon Brown's pre-Budget report amid opposition claims he was too bullish about the state of the UK economy.  In a speech in Edinburgh
entertainment, Belle & Sebastian have been named the best Scottish band of all time after a three month-long public poll.  The group beat Travis and Idlewild into second and third place respectively. Franz Ferdinand
sport, Ireland and Munster lock Paul O'Connell has dismissed media reports linking him to the captaincy of the Lions tour to New Zealand this summer.  O'Connell is rumoured to be among the front-runners for the job
business, The Brazilian stock market has risen to a record high as investors display growing confidence in the durability of the country's economic recovery.  The main Bovespa index on the Sao Paolo Stock Exchange closed at 24
politics, Ex-Downing Street media chief Alastair Campbell will return to the fold to strengthen Labour's general election campaign
business, Foreign firms have been given an extra year to meet tough new corporate governance regulations imposed by the US stock market watchdog.  The Securities and Exchange Commission has extended the deadline to get in line with the rules until 15 July 2006. Many foreign firms had protested that the SEC was imposing an unfair burden. The new rules are the result of the Sarbanes-Oxley Act
politics, The leader of the British National Party has been arrested as part of a police inquiry following the screening of a BBC documentary.  A party spokesman said Nick Griffin was arrested on Tuesday morning on suspicion of incitement to commit racial hatred. West Yorkshire police confirmed they had arrested a 45-year-old man from outside their area. BNP founding chairman John Tyndall was arrested on Sunday on the same charge.  In July
tech, How many times have you wanted to have a camera to hand to catch an unexpected event that would make headlines?  With a modern mobile phone that has a camera built in
sport, Boss Sir Alex Ferguson was left ruing Manchester United's failure to close the gap on Chelsea
tech, Security firms are warning about a Windows virus disguising itself as an electronic Christmas card.  The Zafi.D virus translates the Christmas greeting on its subject line into the language of the person receiving infected e-mail. Anti-virus firms speculate that this multilingual ability is helping the malicious program spread widely online. Anti-virus firm Sophos said that 10% of the e-mail currently on the net was infected with the Zafi virus.  Like many other Windows viruses
politics, Tony Blair has become the Labour Party's longest-serving prime minister.  The 51-year-old premier has marked his 2
sport, Ronan O'Gara scored all Ireland's points as the home side claimed only their second ever win over South Africa on an emotional day at Lansdowne Road.  O'Gara's first-half try
entertainment, Super Size Me director Morgan Spurlock has won the Writers Guild of America's award for documentary feature writing.  The Oscar-nominated film followed Spurlock as he ate only McDonald's fast food for an entire month. Spurlock was given the award at a special ceremony at the Roosevelt Hotel in Hollywood on Tuesday. Organisers said the rising popularity of documentary films led them to honour a writer for a documentary screenplay for the first time.  Producer Brian Grazer presented the award to Spurlock and the film's backers
